sol,Gamma,DeltaP,Gamma_unc,DeltaP_unc
53,2.0284548447986417,1.4785526794549049,0.2869137755736585,1.606900545897435
55,29.3918531467911,0.11055523900910358,0.9104564152402742,0.49106012985540365
55,9.326060414490591,10.990053923257147,0.44040203793225347,0.6713444184328271
55,13.405565603124824,5.5333734683151246,0.4693253918005215,0.24080249236873483
55,83.90733969581981,4.464560720904183,2.3080418215059435,0.03625408942340299
55,5.7264981362836584,5.717022010205405,3.9893723393830136,0.18367382302007662
55,34.34469338183839,5.030739079637259,1.7145022016185794,0.11661527820106075
55,153.84735017535434,2.43993838968637,8.011182856807075,0.05557662837927977
56,8.091519448876214,5.419697276599347,0.4964463462642467,2.852115325393303
56,13.1779505283426,3.5230116769854947,3.026624699835474,3.892136835883273
56,6.7459418037671925,1.4317626820976415,0.29063686070653366,0.8329699830991402
56,17.87418517825395,2.0046187472328434,0.8883721700782876,0.28765558189217816
56,18.148183655266536,1.0529505440413955,0.8389847329303174,0.1821231364075465
56,3.2957027206492255,4.493471039945319,0.20375687630809056,0.29602791428994224
56,20.17001138798138,0.23342782229075254,1.3809758258286895,0.18521132051578737
56,26.601774383300146,3.2489570465118542,1.937134868871088,0.21057242682177796
57,17.575122368309085,5.564208926108617,0.518949840084713,1.5824366381962485
57,7.646522499932371,6.984116132508764,0.3007726748631987,3.524735967609214
57,21.39168979956313,11.107531888996824,1.2184388068513727,1.0694438590822797
58,12.919846923373045,1.481810678333992,0.9345345235356168,0.3771855103253806
58,6.115371520222865,3.8556678472577315,1.928141410840842,1.8004961747363013
59,3.389727592788819,15.338241221062177,0.16405083264273074,3.8284098383162055
59,6.752735974151754,10.016713690087714,0.4187763202938953,1.1688560234804564
59,5.552153276440983,16.238414647753036,0.23044027271454406,1.0838869491092131
59,38.3546766273278,1.1237625966837255,2.07053887373982,0.18783915792965455
59,79.1715667170648,2.7326843509170073,2.8293899529992204,0.07464908530574717
59,71.15650685874654,2.1811272740599605,5.51783080809474,0.05806170093355583
59,19.28965488577099,5.342521910555106,1.4861454301529766,0.12853170512774956
60,2.4209586238777945,3.6997578233643584,0.15407491043436175,1.273921082383164
60,37.039863741406116,1.8049971062165868,4.60984853195634,0.23601267870742337
60,64.834459882902,0.13595969313663578,4.796566104644282,0.10946493146934731
61,5.4883886283872165,14.869664923635922,0.36749513674083845,3.4038395477274235
61,9.459307900628684,1.5303501483074928,0.38805118941190087,0.317697491993358
61,25.37002280968274,1.487109531516717,3.245263450672732,0.28154653041995187
61,28.84467879308822,1.051879566250739,1.4858935666706492,0.20115318457043052
61,83.41502345299787,4.09838414851326,5.385931640255977,0.17418398603824678
61,114.29539553610631,1.4926523820486188,6.958422611321338,0.04574394997531551
61,25.138643113048253,3.096703313943848,1.5694265726192524,0.1865050302007783
61,41.075443079755665,4.107279398224147,1.8681697701665052,0.06415646633519413
62,24.85585210597429,1.0512936102943768,1.3249557884391052,0.3524700009158759
62,3.2989390099763076,10.718832148078834,0.25074167887852344,1.0843661680626846
62,3.5800485879933475,7.558188084869703,0.5719620275723558,3.3034432677929946
63,187.77952026174992,2.407943393590374,14.029434559042718,0.08190677165500747
63,18.464332418946537,1.1568302252858327,0.9491583955233643,0.13609665615490654
63,13.294975529095057,3.311745620606632,1.0868114537131979,0.427263332003011
63,29.799121610318092,4.2672834756955424,2.5960333388687062,0.18141482917094703
63,432.13023111299987,2.737505469928081,27.065708281434652,0.0673458098080613
63,8.433542441701317,3.3008241502724007,1.73352506694363,0.9347300425223901
64,22.668097624202662,11.721195997118501,1.5794588124441193,0.9048143741095606
64,21.00106701362887,8.193203339776106,1.4560811810531327,0.8009669160255752
64,158.33892976314132,1.0682410681910035,4.71666147263605,0.03185726262509747
64,160.19016088201005,7.184748615804314,27.474583334027763,0.6177982603588023
64,135.34203703259706,6.4380730747342865,6.648718497475028,0.08199538623485927
